datazone,retailer_count,total_population,simd_decile,simd_rank,simd_quintile,income_rank,health_rank,employment_rank,education_rank,access_rank,crime_rank,housing_rank,alcohol_admissions,drug_admissions,smoking_rate,urban_rural,retailers_adj,income_quintile,access_quintile,urban_rural_2cat
S01007914,14,599,2,870,1,805,1777,983.5,457,3492,1212,1522.5,130,211,23.08,Remote Small Towns,23.37228714524207,Most deprived,Third,Urban
S01007915,21,820,4,2209,2,2333,2107,1500,2780,3835,4455,3565,70,76,25,Remote Small Towns,25.609756097560975,Second,Third,Urban
S01007916,38,839,3,1695,2,1731.5,1421,1420,1431,6328,2565,3419.5,89,169,16,Remote Small Towns,45.29201430274136,Second,Least deprived,Urban
S01007917,24,791,3,1516,2,1481,1825,1377,1072,5816,1776,3423,102,378,28,Remote Small Towns,30.34134007585335,Second,Least deprived,Urban
S01007918,48,804,3,1399,2,1559,1007,1233,2490,5532,264,3563,150,261,7.69,Remote Small Towns,59.701492537313435,Second,Fourth,Urban
S01007919,16,792,10,6372,5,6703,5493,5651,5714,2836,6409,5685,55,0,0,Remote Small Towns,20.202020202020204,Least deprived,Third,Urban
S01007920,16,643,8,4998,4,4702,4201,5291,3568,2454,6785,5593,24,48,5.56,Remote Small Towns,24.883359253499226,Fourth,Second,Urban
S01007921,25,909,1,525,1,536,750,697,350,2757,958,1497,222,173,46.15,Accessible Small Towns,27.502750275027505,Most deprived,Second,Urban
S01007922,25,797,1,606,1,748,836,441,574,5158,852,1385,111,138,23.08,Accessible Small Towns,31.367628607277293,Most deprived,Fourth,Urban
S01007923,29,944,6,3499,3,3596,2306,3458,3410,4635,2354,3319,78,246,9.09,Accessible Small Towns,30.720338983050848,Third,Fourth,Urban
S01007924,22,1047,2,1127,1,1192,1050,1202,807,5484,872,2538,87,203,21.88,Accessible Small Towns,21.012416427889207,Most deprived,Fourth,Urban
S01007925,33,440,8,4940,4,5986,5703,5316,5358,343,4411,6436.5,36,0,14.29,Accessible Rural,75,Least deprived,Most deprived,Rural
S01007926,33,479,7,4369,4,4508,4995,5761,4867,356,3249.5,5884,27,0,0,Accessible Rural,68.89352818371609,Fourth,Most deprived,Rural
S01007927,45,767,7,4323,4,5080,5197,5579.5,4805,156,4529,6315,51,0,5.56,Accessible Rural,58.67014341590613,Fourth,Most deprived,Rural
S01007928,35,1024,7,4243,4,4855,3895,4429,5689,487,5349,4378,96,0,7.69,Accessible Rural,34.1796875,Fourth,Most deprived,Rural
S01007929,51,1530,8,5124,4,5560,5668,5629,5363,571,5684,3561,23,0,1.28,Accessible Small Towns,33.333333333333336,Fourth,Most deprived,Urban
S01007930,56,638,8,5458,4,6679,6862,6552,6459,168,4921,5215,6,0,8.33,Accessible Rural,87.7742946708464,Least deprived,Most deprived,Rural
S01007931,30,1145,7,4616,4,3900,4457,4213,5587,2570,3628,5351,42,29,6.67,Accessible Rural,26.200873362445417,Third,Second,Rural
S01007932,24,803,10,6396,5,5848,5010,5358,6061,5199,6842,6819,132,0,6.67,Accessible Small Towns,29.887920298879205,Least deprived,Fourth,Urban
S01007933,24,835,7,4655,4,3654,3584,4365,4008,6097,5686,3712,115,19,7.69,Accessible Small Towns,28.74251497005988,Third,Least deprived,Urban
S01007934,20,700,5,2863,3,1916,2986,2386,4312,5629,4279,3476,17,216,15.79,Accessible Small Towns,28.57142857142857,Second,Least deprived,Urban
S01007935,33,798,4,2118,2,1702,2280,1634,3936,6548,1039,1766,180,292,12.5,Accessible Small Towns,41.35338345864661,Second,Least deprived,Urban
S01007936,28,991,10,6920,5,6423,6094,6750,6467,4636,6354,6792,18,57,3.45,Accessible Small Towns,28.254288597376387,Least deprived,Fourth,Urban
S01007937,29,995,8,5494,4,5170,4135,5378,5326,2633,6559,5527,80,0,0,Accessible Small Towns,29.14572864321608,Fourth,Second,Urban
S01007938,26,698,4,2338,2,1880,2541,2072,2581,3989,5381,3788,115,162,25.81,Accessible Small Towns,37.249283667621775,Second,Third,Urban
S01007939,19,766,3,1574,2,1555,2129,1150,1330,4338,4525,2574,190,162,34.48,Accessible Small Towns,24.804177545691903,Second,Fourth,Urban
S01007940,28,1031,4,2524,2,2874,2394,2002,3863,1230,5765,5889,108,122,20.69,Accessible Small Towns,27.158098933074687,Third,Most deprived,Urban
S01007941,18,611,9,6209,5,6645,4503,6505,6060,1786,6170,5232,27,116,0,Accessible Small Towns,29.459901800327337,Least deprived,Second,Urban
S01007942,16,646,5,3252,3,2740,3711,2797,3910,3621,2754,4477,43,143,22.22,Accessible Small Towns,24.76780185758514,Second,Third,Urban
S01007943,27,653,4,2487,2,2218,2854,1610,4293,3693,5261,3405,31,204,14.29,Accessible Small Towns,41.34762633996937,Second,Third,Urban
S01007944,32,902,4,2187,2,2476,2182,1822,1759,3179,3728,4471,48,308,30.43,Accessible Small Towns,35.47671840354767,Second,Third,Urban
S01007945,29,820,2,1103,1,1068,1014,737,3105,1548,4015,3044,264,231,48.15,Accessible Rural,35.36585365853658,Most deprived,Second,Rural
S01007946,30,710,3,1517,2,1910,1608,1396,2054,1458,1350,2494.5,153,151,29.41,Accessible Rural,42.25352112676056,Second,Second,Rural
S01007947,20,659,5,3302,3,3621,3702,2532,3002,3746,2817,3504.5,47,104,14.29,Accessible Rural,30.349013657056148,Third,Third,Rural
S01007948,16,608,1,504,1,557,927,282,779,2517,1964,4257,119,207,26.09,Accessible Rural,26.31578947368421,Most deprived,Second,Rural
S01007949,14,668,7,4493,4,3882,3479,4587,4071,2689,6562,5814,69,80,21.43,Accessible Small Towns,20.958083832335326,Third,Second,Urban
S01007950,26,898,8,5503,4,5200,4539,5177,4581,3127,6863,5782.5,58,34,0,Accessible Small Towns,28.953229398663694,Fourth,Third,Urban
S01007951,25,925,5,3241,3,3279,3221,2963,2169,4790,3146,4866,80,70,23.81,Accessible Small Towns,27.027027027027028,Third,Fourth,Urban
S01007952,25,626,1,583,1,630,289,346,3151,5872,430,1524,141,467,10.53,Accessible Small Towns,39.936102236421725,Most deprived,Least deprived,Urban
S01007953,24,958,4,2286,2,1756,2403,2759,1663,4822,3249.5,2974,68,67,24,Accessible Small Towns,25.052192066805848,Second,Fourth,Urban
S01007954,13,697,1,666,1,453,699,814,757,3632,3159,2208,207,401,26.92,Accessible Small Towns,18.651362984218075,Most deprived,Third,Urban
S01007955,11,791,2,1366,1,1207,1580,1641,1422,1216,5338,1416,75,180,22.22,Other Urban,13.90644753476612,Most deprived,Most deprived,Urban
S01007956,15,700,2,1345,1,856.5,1770,1816,1908,1491,2475,2546,66,189,37.04,Other Urban,21.428571428571427,Most deprived,Second,Urban
S01007957,31,894,3,1563,2,1573,1085,1623,2284,3167,1334,3133,83,180,21.05,Other Urban,34.675615212527966,Second,Third,Urban
S01007958,18,780,2,729,1,856.5,683,571,1311,2551,1281,2035,167,441,44.83,Other Urban,23.076923076923077,Most deprived,Second,Urban
S01007959,29,723,6,3605,3,3617,2832,3359,3270,3465,3693,5304,51,168,0,Other Urban,40.1106500691563,Third,Third,Urban
S01007960,18,696,4,2553,2,2994,2431,2584,2186,1501,4831,4621.5,54,171,21.43,Other Urban,25.86206896551724,Third,Second,Urban
S01007961,61,1069,5,3257,3,5635.5,3958,4716,2403,417,222,6658,60,452,0,Accessible Rural,57.062675397567816,Least deprived,Most deprived,Rural
S01007962,8,539,2,857,1,472,1282,1138,1238,1492,4898,1953,117,80,26.67,Other Urban,14.84230055658627,Most deprived,Second,Urban
S01007963,20,963,1,22,1,18,73,86,44,2201,588,2255,223,595,40.98,Other Urban,20.768431983385256,Most deprived,Second,Urban
S01007964,25,806,2,793,1,705,1443,1214.5,374,1903,1162,2356,134,99,45.71,Other Urban,31.017369727047143,Most deprived,Second,Urban
S01007965,13,529,1,538,1,541,691,553.5,534,1974,3542,1540,145,427,31.25,Other Urban,24.574669187145556,Most deprived,Second,Urban
S01007966,30,955,1,459,1,512,488,693,331,1988,875,1783,192,614,40.74,Other Urban,31.413612565445025,Most deprived,Second,Urban
S01007967,10,589,1,545,1,528,858,881,226,1550,2873,1858,119,361,35,Other Urban,16.977928692699493,Most deprived,Second,Urban
S01007968,28,914,4,2370,2,1840,2818,2983,2513,1593,5827,1763,72,109,20.83,Other Urban,30.63457330415755,Second,Second,Urban
S01007969,22,785,3,1871,2,1872,1696,1687,2090,2219,4110,3271,169,398,19.05,Other Urban,28.02547770700637,Second,Second,Urban
S01007970,17,794,3,1822,2,1651,1688,2136,1670,1797,4860,2162,111,166,21.74,Other Urban,21.410579345088163,Second,Second,Urban
S01007971,36,917,2,901,1,995,697,891,1601,2650,731,2967,123,439,17.24,Other Urban,39.25845147219193,Most deprived,Second,Urban
S01007972,21,764,4,2293,2,2306,2512,2661,1935,2173,2740,2006,222,128,15.38,Other Urban,27.4869109947644,Second,Second,Urban
S01007973,16,745,8,5303,4,6134.5,5121,4914,4129,1391,6928,6684,41,70,7.69,Other Urban,21.47651006711409,Least deprived,Most deprived,Urban
S01007974,26,808,2,854,1,1018,946,745,1161,2634,788,2151,105,302,28.57,Other Urban,32.17821782178218,Most deprived,Second,Urban
S01007975,40,629,3,1543,2,1831,1453,1981,1827,2572,190,1812,278,188,4.76,Other Urban,63.59300476947535,Second,Second,Urban
S01007976,30,655,1,572,1,642,892,260,1743,3402,685,4948,96,258,20.83,Other Urban,45.80152671755725,Most deprived,Third,Urban
S01007977,19,610,8,5172,4,4652,3765,4985,4697,4687,3930,5075.5,54,66,13.79,Other Urban,31.147540983606557,Fourth,Fourth,Urban
S01007978,12,568,3,1691,2,1848,1607,1286,2469,4734,1016,1643,72,375,0,Other Urban,21.12676056338028,Second,Fourth,Urban
S01007979,34,836,6,3602,3,3728,2965,3303,4760,4254,655,5680,127,683,9.09,Other Urban,40.66985645933014,Third,Fourth,Urban
S01007980,60,694,7,4568,4,3783,3683,4044,4334,5627,3802,5635,109,68,14.29,Other Urban,86.45533141210375,Third,Least deprived,Urban
S01007981,15,503,8,5142,4,4474,4462,4353,4984,3856,6377,6081,25,0,0,Other Urban,29.82107355864811,Fourth,Third,Urban
S01007982,15,526,8,4951,4,3827,4956,4455,4409,4688,4846,6331,27,0,0,Other Urban,28.517110266159698,Third,Fourth,Urban
S01007983,25,792,2,1038,1,885,1385,795,1213,5159,1969,2563,218,386,25.93,Other Urban,31.565656565656568,Most deprived,Fourth,Urban
S01007984,25,791,5,3342,3,3587,3322,3198,3492,3954,690,4454,88,187,30.43,Other Urban,31.605562579013903,Third,Third,Urban
S01007985,23,798,3,1573,2,1602,2313,1334,1578,2133,2441,4693,155,371,4.76,Other Urban,28.82205513784461,Second,Second,Urban
S01007986,15,575,5,2946,3,3041,2591,2990.5,3028,2025,3252,5103,98,111,11.11,Other Urban,26.08695652173913,Third,Second,Urban
S01007987,23,736,5,2954,3,2671.5,2682,3387,3586,1663,3131.5,4011,85,105,20,Other Urban,31.25,Second,Second,Urban
S01007988,27,797,4,2301,2,2492,2652,2498,2440,1769,1265,4232,128,39,29.41,Other Urban,33.87703889585948,Second,Second,Urban
S01007989,19,651,2,1252,1,930,1426,1804,1664,1330,1399,2056,119,262,10,Other Urban,29.18586789554531,Most deprived,Most deprived,Urban
S01007990,13,874,4,2229,2,1881,2954,2828,2360,1103,3460,2616,54,32,20,Other Urban,14.874141876430206,Second,Most deprived,Urban
S01007991,27,1045,9,5754,5,6323,5517,6116,5965,753,6197,6698,34,13,2.94,Other Urban,25.83732057416268,Least deprived,Most deprived,Urban
S01007992,10,629,9,5877,5,6286,6154,6526,5906,713,5881,5617,37,0,0,Other Urban,15.898251192368836,Least deprived,Most deprived,Urban
S01007993,18,768,9,6053,5,6608.5,6366,6144,5709,972,6118,6628,30,43,0,Other Urban,23.4375,Least deprived,Most deprived,Urban
S01007994,14,877,8,5502,4,6554,5525,5622,6112,529,5756,6925,33,0,7.14,Other Urban,15.96351197263398,Least deprived,Most deprived,Urban
S01007995,16,843,9,5635,5,6411,5856,6008,5722,580,6448,6527,13,0,0,Other Urban,18.979833926453143,Least deprived,Most deprived,Urban
S01007996,10,476,9,6151,5,6436,5971,6458,5266,1531,4993,6765,7,0,0,Other Urban,21.008403361344534,Least deprived,Second,Urban
S01007997,13,694,8,5543,4,6391,4861,5767,5241,1017,5087,6472,150,0,0,Other Urban,18.731988472622476,Least deprived,Most deprived,Urban
S01007998,21,523,7,4497,4,4864,4091,3717,5234,2273,2742,4967,40,64,18.18,Other Urban,40.152963671128106,Fourth,Second,Urban
S01007999,9,689,2,1372,1,1665,1630,1482,865,1395,3783,2592,111,128,6.25,Other Urban,13.062409288824384,Second,Most deprived,Urban
S01008000,17,928,2,807,1,835,908,1002,532,1647,4151,1722,125,70,32.35,Other Urban,18.318965517241377,Most deprived,Second,Urban
S01008001,19,875,1,88,1,148,156,132,139,1473,975,2026,250,775,51.85,Other Urban,21.714285714285715,Most deprived,Second,Urban
S01008002,17,768,1,202,1,295,519,220,122,2176,565,645,261,848,34.38,Other Urban,22.135416666666668,Most deprived,Second,Urban
S01008003,12,689,3,1819,2,1455,1928,2307.5,2409,1634,1446,3939,51,224,23.08,Other Urban,17.41654571843251,Second,Second,Urban
S01008004,8,644,7,4295,4,4036.5,4260,5270,3118,1263,6231,3891,91,143,3.85,Other Urban,12.422360248447204,Third,Most deprived,Urban
S01008005,13,790,5,3221,3,2926,3391,3890,3835,909,4128,4524,25,15,7.41,Other Urban,16.455696202531648,Third,Most deprived,Urban
S01008006,15,577,1,72,1,104,127,96,87,2946,1390,1017,434,736,56,Other Urban,25.996533795493935,Most deprived,Third,Urban
S01008007,15,466,1,31,1,32,266,64,10,3891,191,1940,351,877,45.45,Other Urban,32.188841201716734,Most deprived,Third,Urban
S01008008,18,708,1,541,1,372,665,597,1333,1989,1342,2110,204,430,31.25,Other Urban,25.423728813559325,Most deprived,Second,Urban
S01008009,22,814,1,460,1,677,306,507,454,2220,1081,2526,269,435,13.16,Other Urban,27.027027027027028,Most deprived,Second,Urban
S01008010,29,706,2,1190,1,1642,1823,807,1074,2594,758,5398,147,411,18.52,Other Urban,41.07648725212465,Second,Second,Urban
S01008011,27,635,1,136,1,296,183,117,156,3522,124,2057,232,1036,15,Other Urban,42.51968503937008,Most deprived,Third,Urban
S01008012,95,889,2,1117,1,986,1210,1223,2236,5540,18,2198,355,512,16.67,Other Urban,106.86164229471316,Most deprived,Fourth,Urban
S01008013,29,736,3,1505,2,1374,1390,917,3935,5954,1287,2285.5,261,291,10,Other Urban,39.40217391304348,Most deprived,Least deprived,Urban
S01008014,16,621,7,4353,4,3441,3759,4148,3979,5507,3733,4168,93,76,16.67,Other Urban,25.76489533011272,Third,Fourth,Urban
S01008015,25,962,3,1782,2,1697,1804,1708,1773,4115,2197,979,180,257,17.65,Other Urban,25.987525987525988,Second,Third,Urban
S01008016,21,750,4,2339,2,2183,1972,2096,3469,3407,3177,2383,149,43,14.29,Other Urban,28,Second,Third,Urban
S01008017,31,892,10,6476,5,5959.5,5527,6368,6313,3228,5085,6324,19,0,0,Other Urban,34.753363228699556,Least deprived,Third,Urban
S01008018,17,584,9,5895,5,5169,5036,6300,5207,2742,5385,6245,33,30,0,Other Urban,29.109589041095887,Fourth,Second,Urban
S01008019,18,748,10,6649,5,5799,4907,6379,5990,6036,5514,6098,48,0,10,Other Urban,24.06417112299465,Least deprived,Least deprived,Urban
S01008020,13,556,7,4830,4,4061,3891,4422.5,5224,4058,4617,3345,41,216,5.26,Other Urban,23.38129496402878,Third,Third,Urban
S01008021,16,556,10,6567,5,5938,5120,6570,5553,4255,6074,6764,25,31,0,Other Urban,28.77697841726619,Least deprived,Fourth,Urban
S01008022,19,714,10,6477,5,6504,5313,6498,5784,2376,6593,6903,20,46,10,Other Urban,26.61064425770308,Least deprived,Second,Urban
S01008023,15,698,10,6652,5,6786.5,6516,6843,5828,1699,6807,6964,15,23,0,Other Urban,21.48997134670487,Least deprived,Second,Urban
S01008024,15,1063,9,6196,5,6969,6658,6943,6321,617,5026,6617,13,0,0,Other Urban,14.111006585136408,Least deprived,Most deprived,Urban
S01008025,15,605,7,4855,4,5166,3839,4851.5,4833,1254,6767,5513,26,58,0,Accessible Rural,24.793388429752067,Fourth,Most deprived,Rural
S01008026,31,930,4,2275,2,2289,1715,2537,2311,1800,6082,3116,93,131,30.43,Accessible Rural,33.333333333333336,Second,Second,Rural
S01008027,11,561,3,1985,2,2313,1850,3508.5,1120,1577,460,3715,97,0,33.33,Accessible Rural,19.607843137254903,Second,Second,Rural
S01008028,13,591,6,4181,3,5197.5,3555,4521,2950,1032,6755,3497,99,65,8.33,Accessible Rural,21.99661590524535,Fourth,Most deprived,Rural
S01008029,73,1546,6,4007,3,4559,3365,4355,4544,844,4070,3975,25,23,0,Accessible Rural,47.21862871927555,Fourth,Most deprived,Rural
S01008030,35,1007,6,3734,3,3409,3309,3386,5100,2598,2611,5514,61,215,10,Accessible Rural,34.75670307845084,Third,Second,Rural
S01008031,26,868,4,2236,2,1988.5,2126,2025,3087,3265,2680,3514,150,110,17.39,Accessible Rural,29.95391705069124,Second,Third,Rural
S01008032,22,870,5,3019,3,3226,2165,3063,2555,2536,5743,4849,71,145,10.71,Accessible Rural,25.28735632183908,Third,Second,Rural
S01008033,23,813,9,6157,5,6597,6680,6417,6578,1016,3619,6647,9,0,4.55,Large Urban,28.290282902829027,Least deprived,Most deprived,Urban
S01008034,7,755,10,6799,5,6545,6642,6887,6796,2184,6100,6773,9,0,0,Large Urban,9.271523178807948,Least deprived,Second,Urban
S01008035,13,563,7,4483,4,4024.5,4226,3398.5,5716,2861,6091,4522,37,0,0,Large Urban,23.090586145648313,Third,Third,Urban
S01008036,12,622,9,6010,5,6098,5095,5705,5637,2152,6773,4857,51,0,0,Large Urban,19.29260450160772,Least deprived,Second,Urban
S01008037,30,995,4,2457,2,2247,2124,2222,3044,4282,3364,2475,87,33,10,Large Urban,30.15075376884422,Second,Fourth,Urban
S01008038,29,779,5,3367,3,2597,2650,3522.5,3349,5381,4820,1920.5,55,58,5,Large Urban,37.22721437740693,Second,Fourth,Urban
S01008039,31,869,6,4096,3,3815,3186,3496,4112,4174,6010,2773,115,36,15,Large Urban,35.67318757192175,Third,Third,Urban
S01008040,31,834,9,5718,5,5791,5988,5326,5847,1500,5683,5316,66,69,0,Large Urban,37.170263788968825,Least deprived,Second,Urban
S01008041,15,677,7,4739,4,4435,3919,3463,6044,3945,4486,5227,120,54,0,Large Urban,22.156573116691284,Fourth,Third,Urban
S01008042,31,617,9,5924,5,5284.5,6097,5280.5,6622,3029,3464,6391.5,29,0,0,Large Urban,50.24311183144246,Fourth,Third,Urban
S01008043,25,1054,10,6603,5,6660,6613,6688,6822,1422,6209,6700,48,0,0,Large Urban,23.71916508538899,Least deprived,Second,Urban
S01008044,41,965,10,6634,5,6494,6365,6770,6550,1864,6123,6099,47,0,0,Large Urban,42.487046632124354,Least deprived,Second,Urban
S01008045,49,1054,8,5518,4,5425,5658,6213,6247,908,4489,4182,46,19,0,Large Urban,46.489563567362424,Fourth,Most deprived,Urban
S01008046,40,874,3,1875,2,1947,1633,1009,4227,5502,1611,3337,117,85,7.69,Large Urban,45.76659038901602,Second,Fourth,Urban
S01008047,28,664,10,6821,5,5571,6294,6574,6637,5284,5949,5890.5,25,0,10,Large Urban,42.16867469879518,Fourth,Fourth,Urban
S01008048,11,587,10,6311,5,6103,5979,5527,6338,3108,4749,6802,30,0,0,Large Urban,18.739352640545142,Least deprived,Third,Urban
S01008049,25,822,10,6875,5,6883,6312,6671.5,6592,3503,4928,6683,8,0,7.14,Large Urban,30.413625304136257,Least deprived,Third,Urban
S01008050,16,604,9,6138,5,6633.5,6225,6737,6892,803,4194,5965,18,0,0,Large Urban,26.490066225165563,Least deprived,Most deprived,Urban
S01008051,20,874,10,6777,5,6510.5,6384,6562.5,6941,2774,5036,6460,21,0,0,Large Urban,22.88329519450801,Least deprived,Second,Urban
S01008052,27,850,10,6553,5,6690.5,6014,6282,6887,2333,3921,6816,93,21,0,Large Urban,31.76470588235294,Least deprived,Second,Urban
S01008053,24,599,10,6858,5,6041,6368,6409,6910,5192,5094,6005,24,56,0,Large Urban,40.06677796327211,Least deprived,Fourth,Urban
S01008054,39,897,9,5858,5,4866.5,4077,5279,6564,5788,4463,6379,145,23,0,Large Urban,43.47826086956522,Fourth,Least deprived,Urban
S01008055,27,1196,10,6809,5,6848,6785,6675,6894,2098,5800,6788,28,0,3.85,Large Urban,22.5752508361204,Least deprived,Second,Urban
S01008056,21,775,9,6073,5,5222,5182,5849,6921,3001,5575,4702,30,0,0,Large Urban,27.096774193548388,Fourth,Third,Urban
S01008057,29,889,9,6254,5,5949,6503,6353,6841,1370,6037,5817.5,40,0,0,Large Urban,32.62092238470191,Least deprived,Most deprived,Urban
S01008058,12,883,10,6335,5,6461,6781,6894,6917,857,5539,6604,4,0,0,Large Urban,13.590033975084935,Least deprived,Most deprived,Urban
S01008059,16,689,10,6576,5,6587,6042,6289,6536,2104,6299,6373,52,0,0,Large Urban,23.222060957910013,Least deprived,Second,Urban
S01008060,24,850,9,6203,5,6120,6037,6225,6750,1456,5220,6288,8,62,5.56,Large Urban,28.23529411764706,Least deprived,Second,Urban
S01008061,18,1212,8,5357,4,4988,4335,5912.5,6449,1294,5639,4656,13,15,2.38,Large Urban,14.85148514851485,Fourth,Most deprived,Urban
S01008062,18,847,9,6164,5,6176,5540,5935,5877,2168,5984,4652,36,60,6.25,Large Urban,21.251475796930343,Least deprived,Second,Urban
S01008063,25,901,10,6329,5,5686,5911,6436,6498,2164,6049,6136,21,38,4.35,Large Urban,27.74694783573807,Least deprived,Second,Urban
S01008064,21,703,4,2411,2,1857,2796,1916,3640,4873,3610,2499,35,66,12.5,Large Urban,29.87197724039829,Second,Fourth,Urban
S01008065,19,942,10,6764,5,6520,6547,5859,6710,3313,6526,6767,4,0,0,Large Urban,20.169851380042463,Least deprived,Third,Urban
S01008066,24,955,10,6970,5,6915,6799,6655,6948,5913,4227,6831,4,0,5.26,Large Urban,25.130890052356023,Least deprived,Least deprived,Urban
S01008067,20,713,10,6555,5,6055,6458,6604,6591,2263,5140,6717,31,0,0,Large Urban,28.050490883590463,Least deprived,Second,Urban
S01008068,32,1041,10,6422,5,5732,5452,6066,5988,4171,5371,5621,69,0,2.78,Large Urban,30.73967339097022,Least deprived,Third,Urban
S01008069,20,918,9,6032,5,5782,4853,5660,4929,5119,3948,4434,12,34,0,Large Urban,21.78649237472767,Least deprived,Fourth,Urban
S01008070,13,923,7,4339,4,4136,4546,4254,5588,910,6304,3630,81,19,8.57,Large Urban,14.084507042253522,Third,Most deprived,Urban
S01008071,15,670,8,5084,4,4738,5822,4861,6232,1167,4186,6316,22,0,0,Large Urban,22.388059701492537,Fourth,Most deprived,Urban
S01008072,15,868,8,5418,4,5554,4133,5999.5,6370,1150,4827,5922,65,20,0,Large Urban,17.281105990783413,Fourth,Most deprived,Urban
S01008073,13,442,9,6162,5,6834,5987,6395,6689,1217,2998,6232,31,0,0,Large Urban,29.41176470588235,Least deprived,Most deprived,Urban
S01008074,26,1059,9,5705,5,5768,5241,5703,6565,1412,4146,6236,25,0,0,Large Urban,24.55146364494806,Least deprived,Second,Urban
S01008075,23,601,10,6669,5,6387,6531,6782,6633,2610,3641,6184,18,31,0,Large Urban,38.26955074875208,Least deprived,Second,Urban
S01008076,23,639,10,6533,5,6464,4940,6525,6173,3939,3563,5859.5,38,64,0,Large Urban,35.99374021909233,Least deprived,Third,Urban
S01008077,29,829,10,6916,5,6729,6106,6194,6807,6093,4043,6873,31,0,0,Large Urban,34.981905910735826,Least deprived,Least deprived,Urban
S01008078,20,859,10,6646,5,5714,6385,6257,6494,3616,6233,6333.5,4,0,0,Large Urban,23.282887077997675,Least deprived,Third,Urban
S01008079,22,916,10,6586,5,6101,6467,5352,6885,4739,4111,6611,12,21,4.17,Large Urban,24.017467248908297,Least deprived,Fourth,Urban
